Trans name,Altamaha_SW48_000107-4_p08
C3H3N_1O4,6
C2H1O1Cl1,6
Threonine_C4H7NO2,6
C3H3O3N1,6
C15H26O1,6
C2H5N1O2,6
Alanine,6
H5O_1N1,6
CHN_1O2,6
H_1N1,6
C1H3N1O_1,6
H_2S1,6
H3N_1O1,6
C5H5N1O1,6
C2H7N1,6
C5H3Cl1O_2,6
H3O_1N1,6
CH3NO,6
C3H7N1,6
C_1H_1N1,5
H1N1,5
CHN_1O,5
C4H5N1O2,5
C2H2O2S_1,5
C15H28O1,5
CH_1N_1O,5
Alanine_C3H5NO,5
C5H3Cl1O2,5
C4H9N1,5
C5H9N1O3,5
C3H7N1O_1,5
C4H4O4S_1,5
C4H3N1,5
C15H12O7,5
N1H_3,5
Proline,5
C3H_1N1O_2,5
C8H13N1O4,5
C2H3NO_1,5
Proline_C5H7NO,5
Isoleucine_C6H11NO,5
C_1H1O1P1,5
C4H7O3N1,5
Aspartic_Acid_C4H5NO3,5
C3H3N1O2,5
H5O1N_1,5
H_1O2N_1,5
C6H7O1N1,5
C5H3O2N1,5
Isoleucine,5
C15H22O1,5
C15H16O8,4
C14H22,4
C4H5N1O_1,4
C2H5O_1N1,4
C5H3N1O1,4
C4H3O2N1,4
C9H15N1O4,4
C5H3N1,4
C_2N_1O1P1,4
C3H8O4,4
C6H1N1O1,4
C2H5N1O1,4
C6H11N1O4,4
C5H5N1,4
C2H3Cl_1O2S1,4
C6H9N1O4,4
H_1O1N_1,4
S1,4
O1S1,4
C7H1N_1O1,4
C4H8O4,4
C5H1N1O3,4
O3S1,4
C2H3N_1O2,4
C1H3O6P1,3
C3H7O6P1,3
C9H13N1O2,3
H2S,3
C9H11N1O2,3
glcnac_C8H13N1O5,3
C6H9N1O3,3
C15H24,3
C7H5N1O3,3
Valine,3
C7H3N1O2,3
C4H7N1O1,3
C5H11N1O1,3
H1O4P1,3
C1H4O_1S1,3
C8H7N1,3
C_1H1O2P1,3
C5H9N1O2,3
H3O2P1,3
C3H1N1O_1,3
Valine_C5H9NO,3
C4H6O1S1,3
C2H5O4P1,3
C2H5N,3
C2H3N1O2,3
C3H3N1O_1,3
C1H1O1N1,3
C4H11N1O2,3
C6H5N1O1,3
C7H9N1,3
C1H1O4P1,3
C7H7N1O2,3
C6H3N1O2,3
C6H4O3,3
C6H3N1,3
C8H5O1N1,3
C1H3N1O2,3
C3H7N1O2,3
#N/A-1,3
C8H7N1O1,3
C6H9O2N1,3
C6H3N1O1,2
C4H9O7P1,2
C4H9O1N1,2
C5H9N1,2
C7H7O_1N1,2
C9H5N1O3,2
C7H13N1O4,2
C11H9N1O3,2
palmitoylation (-H2O),2
C14H8O2,2
C2H7O1N1,2
C3H4N2O_1,2
H1O3P1,2
H3O4P1,2
C9H9N1O3,2
C16H28,2
C6H5N1,2
H2O3S1,2
C1H7N3,2
C8H11N1O6,2
Glutamic Acid,2
C2H3N,2
C6H11O_1N1,2
C4H9O6P1,2
C5H7N1,2
H1O2P1,2
C7H4O4S1,2
C10H13N1O1,2
C18H24O1,2
C17H12O7,2
C2H1N1O2,2
C18H12O6,2
H7O6P1,2
C16H10O7,2
Glutamic_Acid_C5H7NO3,2
N2,2
C7H1N1O3,2
neugc_C11H17N1O9,2
C14H14O6,2
C3H5O5P1,2
C16H20O3,2
C15H8O6,2
C6H5N1O_1,2
C4H4N1P_1,2
C1H4N2O1,2
C4H6N1O_2P_1,2
2ndIP,2
C3H5N1O_1,2
C12H10O12,1
C18H14O7,1
C18H12O7,1
H2N_1O4P1,1
C15H16O7,1
C6H9O2P_1,1
C3H10N1,1
C12H20O10,1
C1H4O1S1,1
O2S1,1
C12H21N1O9,1
C12H12O10,1
C18H24,1
#N/A-4,1
C16H32O1,1
H2O2S1,1
C18H26,1
C10H15O6N1,1
C5H13O_1N1,1
C17H18O5,1
C14H12N6O2,1
H3N1O2S1,1
C16H12O5,1
C1H_2N_1O5,1
C12H17O3N1,1
C18H30O1,1
C18H28O1,1
C8H15O6N1,1
C18H22O1,1
Cystine,1
H6N2O_1,1
C1H2N2O1,1
C_1H1N_1S1,1
C7H11O3N1,1
C8H5N1,1
C8H13O2N1,1
H2O_1Cl1N1,1
C3H6O5S1,1
C3H4N2O3,1
C5H8O1S1,1
C7H5N1O1,1
C2H2O4S1,1
guanine_(_H)_C5H4N5O,1
O1N1,1
H1C1O5P1,1
C2H4O2S2,1
C8H5N1O2,1
C5H7N1O4,1
C1H2O_1N2,1
C7H13N1O2,1
C10H9N1,1
adenine_(_H)_C5H4N5,1
C1O_1N2,1
C7H5N1O2,1
C8H9N1O1,1
C4H9O3P1,1
C8H15N1O1,1
C_8H_9N1O1P2S1,1
C8H15N1O2,1
C1H4N_1O5P1,1
Tyrosine,1
C4H4N2O2,1
C3H6N1O2,1
C7H5N1O_3,1
C9H9N1O4,1
C9H7N1O4,1
adenine (-H),1
C10H7N1O3,1
C3H3N,1
guanine (-H),1
C6H7N1,1
C4H2O1N2,1
sulfate (-H2O),1
C10H15O2N1,1
C4H4N2O1,1
C9H7N1O3,1
C8H5N1O_1,1
disaccharide (-H2O),1
C10H8N2O1,1
H3N1O_3S1,1
H_2S1C1,1
Tyrosine_C9H9NO2,1
C4H9N1O_2,1
C6H10O3S1,1
C5H6O1N2,1
diphosphate_H3O6P2,1
C13H16O2P_2S_1,1
C17H22O9,1
