Trans name,Altamaha_SW48_000107-3_p08
C2H7O1N1,5
C1H3N1O2,5
C5H7N1O2,5
H_1N1,5
C1H_1N1O_1,5
C1H4S1,5
C3H3N1O_1,5
C_1H_1N1,5
C5H3Cl1O2,5
H_1O1N_1,5
C5H2O3,5
C4H7N1,5
C4H4O4S_1,5
CH5NO_1,5
C5H9N1O2,5
CHN_1O,5
H_1O2N_1,5
C2H3NO_1,4
C7H5N1O3,4
C6H3N1O2,4
C1H3Cl1,4
C14H8O2,4
C3H1N1O_1,4
C4H7O3N1,4
C16H28,4
C2H3N1O_2,4
H2O_1S1,4
C4H8O4,4
H_2S1C1,4
C3H3N1O1,4
C14H14O6,4
C3H7O1N1,4
C2H3Cl_1O2S1,4
O_1S1,4
H3N_1O1,4
C2H5O_1N1,4
C2H3N_1O2,4
C4H7N1O1,4
C2H5N1O1,4
Aspartic_Acid_C4H5NO3,4
H1O2N_1,4
H2S,4
C2H5N1O2,4
C3H7N1O_1,4
C7H1N_1O1,3
C18H26,3
C2H6S1,3
C7H8O3,3
C4H9O7P1,3
C4H9N1O_2,3
Glutamic Acid,3
Isoleucine_C6H11NO,3
C3H_1N1O_2,3
C4H5N1O_1,3
C1H4O1S1,3
C7H13N1O2,3
N1H_3,3
C5H7N1O4,3
Alanine_C3H5NO,3
C11H6O1,3
C7H11O3N1,3
C4H11N1O2,3
C6H9N1O3,3
C3H7N1O2,3
C10H16O8,3
#N/A-1,3
C7H7Cl1,3
C3H3N_1O4,3
C7H3N1O2,3
C4H5N1,3
H3O2P1,3
C7H5N1O1,3
C6H5Cl1,3
NH_CH2,3
C1H_1N1,3
H5O1N_1,3
C4H9N1,3
C3H5N1O_1,2
C17H18O5,2
C4H4N1P_1,2
C5H5N_1O1,2
H2O3S1,2
C6H7O1N1,2
H1Cl1,2
palmitoylation (-H2O),2
glcnac_C8H13N1O5,2
guanine_(_H)_C5H4N5O,2
C12H12O10,2
C15H12O7,2
C5H5N1,2
C15H8O6,2
Proline_C5H7NO,2
Serine,2
C10H15O2N1,2
Tyrosine_C9H9NO2,2
O1S1,2
C6H11N1O4,2
C6H5N1,2
C9H13N1O2,2
C6H9N1O4,2
H1O3P1,2
C6H9O2N1,2
2ndIP,2
C5H1N1O3,2
C8H7N1O2,2
C4H9O1N1,2
Glutamic_Acid_C5H7NO3,2
C4H3N1,2
C5H9N1O3,2
C5H7N1,2
C5H9N1,2
C8H5N1,2
C6H10O3S1,2
C6H7N1,2
C8H11N1,2
C7H13N1O4,2
C2H5N,2
C7H3N3O4,2
C8H13O2N1,2
C8H13N1,2
Threonine,2
C5H7N_1,2
SO42-,1
H6N2O_1,1
C6H11O5,1
C19H26O1,1
Alanine,1
C_2N_1O1P1,1
C7H9N1,1
C1H4N2O1,1
C5H13N1O2P1,1
C6H11O_1N1,1
C5H13O_1N1,1
C6H11N1O2,1
C5H8O1S1,1
C6H7N1O4,1
C19H28O1,1
C8H5O1N1,1
C2H2O4S1,1
C5H5O3N1,1
C4H3O2N1,1
C4H3N3,1
C10H15O6N1,1
C_1H1O2P1,1
C17H22O9,1
C15H16O7,1
H1O3S1,1
C15H30O_1,1
C16H32O1,1
#N/A-5,1
C17H34O_1,1
C18H28O1,1
C18H14O7,1
C17H12O7,1
C18H12O7,1
C15H16O8,1
C3H8N1,1
C8H7N1,1
C20H12O1,1
C8H9N1O_1,1
C_1H1O1P1,1
C5H5N1O1,1
C2O2H6N2,1
C7H7N1O2,1
O3S1,1
C4H10N2O_1,1
C4H9O3P1,1
C5H12N1O3P1,1
C2H5O4P1,1
C8H7N1O1,1
Methionine,1
O2S1,1
C9H11N1O1,1
C7H8O1N4,1
C5H3O2N1,1
H2O2S1,1
C8H11N1O6,1
C_1H1N_1S1,1
C6H3N1O1,1
C1H4O_1S1,1
C6H5N1O1,1
C_8H_9N1O1P2S1,1
C4H2O1N2,1
C4H9O6P1,1
Valine_C5H9NO,1
C5H11N1O1,1
Aspartic Acid,1
N2,1
C5H6O1N2,1
C6H4N2O1,1
C7H9O3N3,1
C8H13N3O2,1
C8H9N1O1,1
C7H5N1O2,1
C10H7N1O3,1
C3H6O5S1,1
C4H3F1N2O1,1
C6H3N1,1
C5H12N2S2,1
C6H5N1O_1,1
C3H7N1O1S1,1
H2N2O_1,1
O_1H4N2,1
C1O_1N2,1
Glycine,1
C8H15O6N1,1
C9H9N1O3,1
adenine_(_H)_C5H4N5,1
C7H12O1S1,1
H1O2P1,1
C4H5N1O2,1
C9H15N1O4,1
C11H9N1O3,1
C9H9N1O4,1
C8H15N1O3,1
C4H4N2O1,1
C10H13N1O1,1
C9H11N1O2,1
C8H8N2,1
C8H13N1O4,1
C18H24O11,1
